duration,packet_count,byte_count,src_bytes,dst_bytes,syn_count,failed_connections,label
0.629,177,38016.9,14822.2,23194.7,55,3,Attack
0.48,194,29079.5,4403.6,24675.9,70,2,Attack
1.949,45,21678.2,15172.5,6505.7,3,1,Normal
3.067,40,20772.3,15760.7,5011.7,0,0,Normal
2.449,188,47678.5,19100.2,28578.3,75,4,Attack
0.6,194,52963.2,11214.7,41748.4,61,3,Attack
1.098,47,20222.9,16855.3,3367.6,2,2,Normal
1.241,57,32422.2,11594.7,20827.5,5,1,Normal
2.817,52,24221.6,17780.2,6441.4,5,0,Normal
7.795,46,26248.8,17815.1,8433.7,2,1,Normal
1.372,193,30379.6,7234.3,23145.2,63,3,Attack
7.666,47,18744.0,6617.1,12126.9,4,0,Normal
0.417,178,55929.3,17907.1,38022.2,67,1,Attack
1.716,49,29982.1,21242.9,8739.2,3,0,Normal
2.765,42,21670.1,18334.1,3336.0,2,0,Normal
4.505,41,20790.8,18173.6,2617.1,5,0,Normal
1.49,174,53204.1,14216.6,38987.4,63,1,Attack
1.932,59,39733.7,32226.9,7506.8,5,1,Normal
0.472,195,38500.6,6056.8,32443.8,82,5,Attack
1.113,50,27255.9,10826.8,16429.0,2,0,Normal
3.32,187,33184.3,6715.5,26468.8,68,3,Attack
2.372,59,31385.6,22667.5,8718.1,6,0,Normal
3.053,42,20649.1,9122.3,11526.7,4,0,Normal
0.974,177,41738.6,10760.4,30978.2,60,3,Attack
3.456,190,71388.3,28500.8,42887.5,69,0,Attack
1.427,188,20916.8,6519.8,14397.0,60,2,Attack
3.219,209,58193.8,22914.3,35279.5,65,4,Attack
3.318,49,25499.4,14421.2,11078.2,1,0,Normal
0.189,211,31573.2,3285.9,28287.3,75,3,Attack
2.174,36,16143.1,11373.4,4769.7,4,0,Normal
0.807,66,26808.7,22434.7,4374.0,4,0,Normal
2.042,57,26813.0,10987.8,15825.2,10,1,Normal
2.506,42,17862.2,13406.7,4455.5,0,0,Normal
0.76,205,26444.6,10884.7,15559.9,77,1,Attack
0.886,197,22667.9,5863.9,16804.0,70,5,Attack
2.94,206,47607.2,7414.0,40193.3,72,1,Attack
3.038,51,22097.7,8822.2,13275.5,3,0,Normal
0.45,51,24298.2,10005.7,14292.4,6,0,Normal
0.353,196,70868.1,11267.7,59600.4,69,3,Attack
5.049,40,23765.0,18014.8,5750.2,3,0,Normal
1.237,198,17900.7,5061.1,12839.6,61,2,Attack
3.078,58,34496.9,18994.4,15502.5,3,0,Normal
0.193,169,42782.6,19330.6,23452.0,47,5,Attack
3.105,51,29225.9,12261.0,16964.9,7,1,Normal
0.402,70,35242.1,13255.1,21987.0,6,1,Normal
1.461,39,20913.9,9438.7,11475.1,3,0,Normal
1.611,41,25041.3,9381.0,15660.2,1,0,Normal
0.446,51,27189.7,21345.3,5844.4,4,0,Normal
2.915,48,27432.9,20397.0,7036.0,0,1,Normal
0.182,182,42729.6,12073.6,30656.0,66,5,Attack
1.238,38,29189.7,16203.7,12986.0,4,0,Normal
0.313,179,63664.0,10636.0,53028.0,62,3,Attack
3.893,47,21121.5,10548.8,10572.7,3,0,Normal
1.186,52,29499.6,20809.0,8690.6,5,0,Normal
0.295,45,27006.2,9742.5,17263.6,2,1,Normal
0.936,180,35050.5,14009.6,21041.0,63,1,Attack
1.435,204,9164.5,3611.6,5552.9,67,4,Attack
4.776,37,18392.5,16017.8,2374.8,3,0,Normal
2.186,49,31487.9,17413.7,14074.2,5,1,Normal
2.497,169,56428.9,26599.8,29829.1,54,4,Attack
2.971,50,29771.8,17838.2,11933.6,7,1,Normal
0.659,203,68402.8,22121.4,46281.4,75,2,Attack
3.41,52,30133.4,15968.8,14164.6,2,0,Normal
4.109,39,26739.6,20670.1,6069.6,5,0,Normal
0.263,177,64040.3,25266.9,38773.5,63,4,Attack
2.48,46,21368.2,11914.2,9454.0,2,2,Normal
2.68,50,30195.6,15739.9,14455.8,3,0,Normal
0.384,202,67897.2,14601.0,53296.2,82,2,Attack
1.013,172,6880.0,346.1,6533.9,71,2,Attack
0.17,187,72542.2,29289.5,43252.7,64,4,Attack
6.244,51,23549.8,18717.3,4832.5,4,0,Normal
3.551,35,15443.0,11157.4,4285.6,6,0,Normal
2.041,43,23572.3,19993.3,3579.1,2,0,Normal
1.17,50,23870.5,19523.8,4346.7,1,2,Normal
0.261,41,19171.9,12593.6,6578.4,4,0,Normal
1.839,200,62338.3,25325.4,37012.9,81,2,Attack
2.234,195,62005.8,27796.8,34209.0,73,1,Attack
0.024,196,43391.1,20619.1,22772.0,60,4,Attack
1.918,46,25857.7,15538.9,10318.8,3,0,Normal
0.59,213,68955.7,18030.1,50925.5,67,2,Attack
4.593,44,26528.0,18514.5,8013.6,1,1,Normal
0.335,173,58346.2,13557.7,44788.5,55,4,Attack
1.945,43,20433.8,15932.6,4501.2,4,0,Normal
5.999,35,16619.4,6314.4,10305.0,6,0,Normal
3.776,46,21776.9,14134.8,7642.1,2,0,Normal
1.104,45,21832.5,10340.7,11491.9,2,0,Normal
3.979,170,14835.7,6696.1,8139.6,48,1,Attack
5.222,48,26291.3,14840.2,11451.1,4,0,Normal
2.897,38,16372.3,9488.3,6884.0,5,0,Normal
1.492,47,33567.3,19580.6,13986.7,5,1,Normal
0.585,198,74209.8,29561.9,44647.9,76,6,Attack
0.591,212,64762.2,25895.1,38867.1,80,5,Attack
0.812,195,44120.2,16526.5,27593.7,65,4,Attack
0.951,208,44469.8,12094.9,32375.0,77,2,Attack
2.496,41,23284.2,13617.9,9666.2,4,0,Normal
2.96,48,21666.1,16660.6,5005.5,2,0,Normal
4.269,33,15725.3,12155.2,3570.1,0,0,Normal
1.355,196,55647.0,15365.9,40281.1,64,4,Attack
2.53,195,60133.2,13849.6,46283.6,61,1,Attack
2.196,172,27941.9,2385.1,25556.9,58,3,Attack
1.198,204,66593.3,15782.6,50810.7,81,5,Attack
1.007,207,105143.7,47523.2,57620.4,74,3,Attack
1.103,188,64185.7,9117.6,55068.1,65,5,Attack
4.153,36,18594.9,12663.5,5931.4,3,0,Normal
2.688,39,19090.8,6757.1,12333.7,3,0,Normal
3.228,45,24848.3,21091.9,3756.4,1,0,Normal
0.514,210,62119.7,27731.8,34387.9,82,2,Attack
1.751,182,62671.9,27862.5,34809.4,56,4,Attack
0.632,56,25898.5,22258.6,3639.9,2,0,Normal
5.339,48,24829.3,10135.4,14694.0,3,0,Normal
0.436,168,41845.0,5747.3,36097.7,53,2,Attack
2.116,50,23231.7,9143.5,14088.2,7,0,Normal
1.147,182,51717.6,22759.4,28958.2,65,2,Attack
1.741,176,57305.6,21588.5,35717.0,59,2,Attack
2.084,215,53575.8,16507.4,37068.4,76,4,Attack
6.569,52,34452.7,30571.7,3881.0,3,1,Normal
0.939,198,36402.1,4308.6,32093.5,59,3,Attack
1.771,181,37103.7,2170.8,34933.0,72,3,Attack
5.054,38,18195.6,6962.5,11233.1,4,1,Normal
3.484,52,25053.9,11144.0,13909.9,3,0,Normal
1.596,42,18305.5,11404.8,6900.8,4,0,Normal
5.073,49,34388.8,22830.7,11558.2,4,0,Normal
2.063,41,25618.2,20971.0,4647.2,5,0,Normal
0.481,194,29763.5,2356.5,27407.1,66,3,Attack
0.377,198,48228.4,7119.9,41108.4,64,6,Attack
0.591,173,39397.7,19583.3,19814.4,59,3,Attack
6.683,46,26598.0,13519.9,13078.1,3,0,Normal
1.097,177,55749.4,9669.0,46080.4,59,3,Attack
2.203,32,13503.2,7326.5,6176.6,2,0,Normal
1.337,160,54063.1,12504.4,41558.8,64,5,Attack
1.837,52,31095.9,22756.9,8339.0,6,0,Normal
8.542,40,21893.4,12512.9,9380.5,3,1,Normal
7.894,41,20649.7,7451.1,13198.6,1,1,Normal
0.21,184,56164.4,9816.6,46347.8,55,6,Attack
1.032,234,123548.0,6910.0,116638.0,64,3,Attack
0.884,218,64995.0,5038.7,59956.3,72,6,Attack
4.594,43,24001.3,20306.1,3695.2,7,0,Normal
0.392,198,48469.5,19406.1,29063.4,66,3,Attack
5.537,41,19208.5,14523.1,4685.4,3,0,Normal
2.028,44,17770.0,15992.8,1777.2,3,0,Normal
0.071,191,39420.3,10382.3,29038.0,70,1,Attack
2.085,192,30133.3,10094.0,20039.3,62,5,Attack
2.069,54,28861.7,17863.3,10998.4,6,0,Normal
0.184,39,16818.6,7095.2,9723.4,3,0,Normal
1.77,182,31967.5,4487.7,27479.8,60,4,Attack
0.831,195,50265.1,15551.7,34713.4,66,3,Attack
2.457,191,28513.1,4218.9,24294.2,70,5,Attack
4.969,39,22977.5,16935.3,6042.2,3,0,Normal
2.971,42,16771.9,13333.2,3438.6,3,2,Normal
1.368,208,49993.8,13018.3,36975.5,77,4,Attack
3.322,57,32938.1,21101.7,11836.4,8,0,Normal
1.829,185,35928.4,14703.2,21225.3,65,3,Attack
2.095,46,27697.2,21483.2,6214.1,4,0,Normal
0.656,40,21327.0,17203.2,4123.8,2,2,Normal
5.312,40,24878.7,9164.6,15714.1,3,1,Normal
3.888,45,23204.3,17200.4,6004.0,3,1,Normal
0.75,188,63225.7,10805.1,52420.6,67,3,Attack
0.904,174,51653.6,15804.4,35849.3,52,5,Attack
2.903,49,34446.8,22581.2,11865.6,3,0,Normal
0.369,196,58033.5,21200.2,36833.2,69,1,Attack
0.127,183,37843.5,6972.2,30871.4,64,6,Attack
7.062,53,35935.5,14553.0,21382.5,3,0,Normal
2.693,40,22875.4,11468.4,11407.1,2,0,Normal
0.917,172,54557.9,10547.9,44010.0,65,3,Attack
0.352,179,46571.2,4599.8,41971.4,60,3,Attack
4.231,198,57065.5,17399.8,39665.8,71,2,Attack
1.88,42,19985.2,13539.3,6445.9,3,1,Normal
4.035,47,18008.6,14592.8,3415.8,3,1,Normal
2.802,49,31303.2,26499.8,4803.5,3,0,Normal
3.544,33,18802.8,10438.7,8364.1,2,1,Normal
0.547,191,30630.5,12277.4,18353.1,67,3,Attack
1.129,186,63158.4,20999.6,42158.8,70,2,Attack
2.843,39,18874.6,7559.8,11314.8,3,0,Normal
3.933,37,22757.5,17719.9,5037.7,3,0,Normal
0.952,172,65393.8,14259.8,51133.9,61,5,Attack
0.221,49,29915.2,18600.9,11314.3,2,1,Normal
0.844,179,61265.9,7093.7,54172.2,57,2,Attack
0.203,214,14492.9,6005.3,8487.7,79,3,Attack
4.111,35,20030.3,8633.7,11396.6,6,0,Normal
3.381,54,26627.9,14291.3,12336.6,5,1,Normal
4.501,40,23962.5,10921.1,13041.4,3,1,Normal
0.577,51,22200.8,10068.6,12132.2,2,1,Normal
13.12,58,27697.7,24709.1,2988.6,5,0,Normal
1.005,55,34505.6,15363.9,19141.7,9,1,Normal
2.611,54,26923.9,13773.7,13150.2,7,0,Normal
2.173,199,40824.7,4122.1,36702.6,72,4,Attack
1.434,55,36537.3,19232.3,17305.0,1,0,Normal
1.615,205,19973.3,8739.9,11233.4,79,3,Attack
8.057,39,22522.1,12209.8,10312.3,3,1,Normal
3.519,55,27388.6,21687.5,5701.2,4,0,Normal
0.914,62,28281.2,15516.3,12764.9,3,2,Normal
0.663,188,85145.5,16079.7,69065.8,69,5,Attack
2.521,60,31101.6,23413.8,7687.8,5,0,Normal
3.926,46,25629.2,15766.1,9863.1,2,0,Normal
3.547,53,27679.8,23191.9,4487.9,5,0,Normal
5.307,40,10777.9,9661.4,1116.5,4,1,Normal
2.155,167,32040.2,9646.8,22393.4,51,4,Attack
3.72,38,20280.2,9623.7,10656.4,7,0,Normal
3.442,58,39826.1,35000.9,4825.2,3,0,Normal
0.376,188,42495.6,19342.7,23152.9,66,5,Attack
1.97,211,66147.8,24751.2,41396.6,81,1,Attack
9.803,42,18465.8,8909.9,9555.9,7,1,Normal
9.781,49,25075.1,20208.3,4866.8,3,1,Normal
2.75,185,54654.8,2947.2,51707.6,52,0,Attack
0.877,177,56661.5,6736.0,49925.5,65,4,Attack
0.233,173,51748.2,3945.7,47802.5,60,5,Attack
1.558,199,63874.6,15271.1,48603.5,68,2,Attack
1.113,200,57754.7,14335.9,43418.8,72,4,Attack
0.148,187,68538.0,23754.5,44783.4,62,2,Attack
0.589,197,41631.2,7390.6,34240.6,77,3,Attack
0.758,49,26803.0,20433.3,6369.7,2,0,Normal
2.305,46,24973.2,21098.1,3875.1,4,1,Normal
2.228,37,14889.2,11517.6,3371.7,2,0,Normal
2.167,46,28574.4,17356.0,11218.4,1,0,Normal
3.014,175,48936.1,5827.6,43108.5,61,1,Attack
0.386,203,84706.2,34602.9,50103.3,65,5,Attack
4.524,32,12126.5,6360.2,5766.3,1,0,Normal
0.307,191,55780.5,3937.1,51843.4,69,3,Attack
3.631,54,23945.1,11898.3,12046.8,7,0,Normal
0.752,44,21784.6,12837.6,8947.0,1,1,Normal
0.601,186,33358.3,6564.0,26794.3,54,3,Attack
0.651,199,59664.0,22082.5,37581.5,83,6,Attack
1.309,53,28541.8,25090.4,3451.4,8,1,Normal
0.474,191,29872.4,4851.2,25021.2,74,5,Attack
3.439,35,13031.5,10425.7,2605.8,2,0,Normal
2.058,177,65756.0,30700.4,35055.6,66,1,Attack
3.017,35,16498.9,8524.1,7974.8,0,1,Normal
3.247,48,26625.7,17555.3,9070.4,4,0,Normal
1.435,42,24285.4,14168.1,10117.3,5,0,Normal
11.23,36,21895.1,10482.4,11412.7,2,0,Normal
1.564,37,18668.2,16561.9,2106.4,1,0,Normal
0.703,204,72204.8,35603.3,36601.5,70,4,Attack
2.821,40,25552.5,10991.3,14561.2,4,1,Normal
3.39,45,25634.7,17305.9,8328.8,2,1,Normal
2.475,46,27099.7,23105.4,3994.3,5,1,Normal
2.799,38,25512.2,10549.7,14962.5,4,0,Normal
0.481,196,34371.4,10107.5,24263.9,68,2,Attack
4.233,57,28793.6,11750.2,17043.4,5,1,Normal
8.013,57,34790.9,13585.4,21205.5,4,0,Normal
0.697,195,53891.0,13273.3,40617.7,77,4,Attack
4.68,46,22030.5,13016.7,9013.8,2,1,Normal
0.125,196,48597.6,6180.6,42417.1,76,4,Attack
1.365,46,24082.6,21244.6,2838.0,1,0,Normal
0.329,217,33654.5,9574.5,24080.0,78,4,Attack
5.581,204,36104.3,10767.7,25336.7,61,5,Attack
4.003,43,25210.8,15039.9,10170.9,7,0,Normal
4.146,48,31524.6,15279.6,16245.0,8,1,Normal
0.218,37,17355.8,13437.0,3918.8,2,0,Normal
6.736,39,11610.6,6583.3,5027.2,5,0,Normal
5.365,42,20870.5,17026.4,3844.1,2,0,Normal
1.144,42,19573.2,13998.7,5574.5,6,2,Normal
4.9,42,20826.4,13444.3,7382.0,3,0,Normal
3.891,42,25157.4,19042.4,6115.0,4,0,Normal
1.033,44,17468.2,13452.1,4016.1,2,1,Normal
0.517,32,12073.7,8061.6,4012.0,1,0,Normal
1.924,48,31516.3,13053.9,18462.4,1,1,Normal
1.02,199,72879.8,30555.8,42324.0,66,7,Attack
1.17,38,25104.7,11554.8,13549.9,0,0,Normal
4.493,42,23343.3,12137.0,11206.4,4,0,Normal
2.426,40,24029.2,17541.0,6488.2,6,0,Normal
2.043,40,20817.0,8411.3,12405.8,4,0,Normal
0.361,194,22095.9,5149.1,16946.9,73,2,Attack
0.984,50,27961.5,20771.6,7189.9,2,1,Normal
2.209,61,39099.3,21587.9,17511.4,1,0,Normal
3.357,55,25286.3,12506.6,12779.6,3,0,Normal
5.504,43,19277.5,10806.0,8471.4,2,0,Normal
1.907,44,22833.8,8753.1,14080.8,4,0,Normal
1.47,54,26723.8,18993.8,7730.0,7,0,Normal
4.002,188,30210.9,2692.6,27518.2,61,4,Attack
2.007,162,78116.3,36384.4,41731.9,57,5,Attack
0.89,185,54945.9,17623.6,37322.3,50,4,Attack
0.068,210,57991.1,28168.9,29822.2,69,2,Attack
0.675,174,16386.1,2378.8,14007.3,66,5,Attack
4.298,48,28021.5,13992.9,14028.7,7,0,Normal
2.377,190,48257.2,15982.5,32274.7,67,3,Attack
2.979,43,21286.4,17191.7,4094.7,3,0,Normal
4.712,42,21573.9,8931.2,12642.7,3,3,Normal
0.581,205,40875.5,11297.0,29578.6,50,5,Attack
5.058,58,21589.5,17324.6,4264.9,4,0,Normal
0.196,184,41647.3,5574.9,36072.5,58,4,Attack
0.471,196,87850.7,22485.7,65365.0,71,7,Attack
0.669,41,20894.2,17614.0,3280.2,3,1,Normal
1.748,44,18610.6,13646.8,4963.9,5,0,Normal
1.741,196,42939.3,5651.2,37288.1,55,4,Attack
2.959,196,25060.7,2414.4,22646.3,62,6,Attack
2.94,50,17886.1,15598.1,2288.0,5,0,Normal
1.686,198,40550.3,4286.0,36264.3,62,3,Attack
0.838,199,73645.8,10018.3,63627.5,48,4,Attack
1.672,47,24989.9,10986.2,14003.7,3,1,Normal
0.51,193,58168.1,27163.5,31004.6,82,6,Attack
2.681,43,19005.2,11814.7,7190.5,4,0,Normal
0.178,167,52223.9,24292.9,27931.1,55,3,Attack
1.193,45,23667.3,11072.5,12594.8,4,1,Normal
0.985,180,81513.8,8190.0,73323.8,63,5,Attack
1.49,43,22932.6,19976.8,2955.8,6,0,Normal
1.383,38,13832.6,7407.4,6425.2,2,0,Normal
1.854,195,48608.0,21233.3,27374.7,65,4,Attack
0.09,201,58831.5,17704.2,41127.2,57,4,Attack
0.984,43,22231.2,9295.9,12935.3,5,0,Normal
4.705,54,21901.3,7994.1,13907.2,5,1,Normal
5.586,44,21605.1,9902.2,11702.9,4,0,Normal
3.72,42,22412.3,14624.5,7787.8,2,0,Normal
2.024,63,28163.1,18818.7,9344.4,3,0,Normal
4.307,50,31961.8,11830.6,20131.1,6,0,Normal
2.225,47,19463.9,15587.9,3876.0,1,0,Normal
0.601,199,51257.3,7064.9,44192.4,77,5,Attack
1.019,62,32184.0,14338.2,17845.8,8,2,Normal
2.276,29,16837.2,6019.7,10817.5,2,1,Normal
1.13,52,25730.5,19006.5,6724.1,5,0,Normal
5.062,49,20770.0,10331.9,10438.1,4,1,Normal
0.559,187,74227.7,28598.9,45628.8,57,3,Attack
1.091,156,37726.2,17958.5,19767.7,49,1,Attack
5.115,43,22212.3,14904.5,7307.8,3,1,Normal
3.864,42,17992.0,10480.2,7511.9,2,1,Normal
2.984,52,32970.3,26079.6,6890.7,4,0,Normal
8.722,53,27839.7,13130.3,14709.4,6,0,Normal
6.179,46,22522.6,14200.6,8322.0,3,0,Normal
1.826,194,81209.5,16014.6,65194.8,85,2,Attack
2.583,43,18001.2,9084.6,8916.6,4,0,Normal
7.847,34,18465.6,7436.9,11028.7,2,1,Normal
2.898,39,19764.6,15501.5,4263.1,2,0,Normal
2.804,37,17751.1,9811.8,7939.3,0,0,Normal
2.56,43,29317.7,24650.5,4667.2,1,0,Normal
1.853,54,34275.0,23878.8,10396.2,7,0,Normal
0.947,214,97539.0,14634.0,82905.1,73,1,Attack
1.596,41,24931.9,11286.7,13645.3,1,0,Normal
0.988,52,28725.8,18720.7,10005.1,3,1,Normal
0.177,174,8664.5,3053.0,5611.5,61,5,Attack
4.568,57,30257.5,16544.4,13713.1,4,1,Normal
5.243,40,22047.4,17045.7,5001.7,3,0,Normal
0.498,205,84823.0,36610.9,48212.1,72,4,Attack
6.053,53,21168.3,16405.0,4763.3,2,0,Normal
0.16,175,36244.7,12852.0,23392.6,68,3,Attack
3.041,45,23895.4,11979.3,11916.1,3,0,Normal
2.371,194,56579.6,23579.4,33000.3,66,2,Attack
1.994,192,59168.2,26745.4,32422.8,61,4,Attack
0.121,211,36680.2,9437.4,27242.8,85,2,Attack
0.293,180,48205.0,4723.0,43482.0,52,6,Attack
5.366,51,26618.2,23630.6,2987.6,7,1,Normal
0.713,155,25288.7,7962.2,17326.5,51,7,Attack
1.126,179,11574.1,3137.1,8437.0,55,4,Attack
6.313,57,28526.8,24228.3,4298.5,5,0,Normal
0.154,186,35402.7,13619.6,21783.1,68,7,Attack
2.485,54,25050.7,21282.7,3768.0,5,0,Normal
1.609,31,14105.2,9919.4,4185.8,3,1,Normal
5.693,47,18474.9,9183.2,9291.8,6,0,Normal
1.769,190,56955.9,23523.8,33432.1,69,4,Attack
0.075,207,77312.6,29829.3,47483.3,61,6,Attack
1.631,50,23030.1,15197.9,7832.2,8,1,Normal
1.212,48,31178.6,16389.9,14788.7,4,0,Normal
2.29,209,75720.5,24172.6,51547.8,67,5,Attack
6.083,47,18645.6,13477.6,5168.0,8,0,Normal
0.284,56,29136.6,14765.8,14370.8,0,0,Normal
6.738,35,22249.1,15147.0,7102.1,2,0,Normal
0.942,34,22070.7,9071.1,12999.7,1,0,Normal
2.441,51,27997.5,17077.8,10919.6,4,0,Normal
3.44,33,15668.9,11860.5,3808.5,5,0,Normal
3.61,42,25764.5,12626.9,13137.6,4,0,Normal
0.579,49,25224.6,19193.4,6031.2,3,0,Normal
2.68,44,27179.6,23918.3,3261.2,4,0,Normal
3.381,44,28662.8,23156.1,5506.7,3,1,Normal
0.209,54,32441.8,27131.6,5310.2,5,0,Normal
1.9,211,75892.8,32688.8,43204.0,69,2,Attack
2.722,41,23869.7,13847.2,10022.6,7,0,Normal
1.385,46,31140.2,21543.9,9596.3,1,0,Normal
6.591,44,23085.1,10089.1,12996.0,5,2,Normal
4.401,51,24115.8,14980.5,9135.3,3,0,Normal
0.73,175,52287.9,15038.4,37249.5,60,1,Attack
2.84,180,23183.4,11379.0,11804.3,67,1,Attack
7.626,48,28771.1,11627.1,17144.0,3,1,Normal
1.25,50,17377.6,8508.7,8868.9,4,0,Normal
4.874,39,18341.3,16317.4,2023.9,2,0,Normal
2.211,48,25557.0,17370.0,8187.0,3,0,Normal
4.014,50,24900.6,11428.8,13471.8,6,1,Normal
5.577,50,28645.1,11007.3,17637.8,4,0,Normal
1.448,180,32783.3,9089.1,23694.2,62,3,Attack
2.868,185,38885.5,15982.9,22902.7,76,6,Attack
4.252,49,27198.8,10526.2,16672.5,2,1,Normal
3.659,47,26742.4,18434.5,8307.9,7,0,Normal
0.941,184,27103.7,3949.9,23153.8,70,3,Attack
3.158,42,22575.2,16979.7,5595.5,2,0,Normal
3.022,54,34643.8,19582.8,15061.0,3,1,Normal
0.911,43,26934.8,21641.2,5293.6,4,0,Normal
1.427,44,21768.3,19563.8,2204.5,4,1,Normal
0.73,186,55780.7,5229.3,50551.4,71,1,Attack
3.807,44,21765.5,7719.2,14046.3,3,1,Normal
3.348,44,21430.9,17066.8,4364.1,3,0,Normal
0.646,197,87183.9,18764.4,68419.5,70,7,Attack
0.427,53,24965.9,13911.6,11054.4,5,2,Normal
0.091,200,71208.4,19818.1,51390.3,82,6,Attack
8.106,38,19046.2,7178.0,11868.2,1,1,Normal
1.292,187,55186.4,15973.0,39213.4,58,6,Attack
3.309,170,38260.7,9819.3,28441.4,53,5,Attack
1.657,197,31086.1,11853.3,19232.8,56,9,Attack
1.209,54,25286.0,11160.1,14125.9,7,1,Normal
4.117,50,36153.9,21045.6,15108.3,2,2,Normal
4.43,50,30753.3,21637.7,9115.6,6,0,Normal
3.028,35,16262.0,7451.5,8810.5,3,0,Normal
2.72,48,26535.8,15379.6,11156.2,8,0,Normal
1.291,213,77712.1,34090.9,43621.2,81,3,Attack
0.272,189,64642.1,29227.5,35414.6,65,6,Attack
2.578,188,57011.6,7939.7,49071.8,70,5,Attack
0.973,197,65080.5,12721.8,52358.8,78,2,Attack
3.066,50,32204.7,24881.2,7323.5,6,1,Normal
1.642,44,22662.2,15106.2,7555.9,5,0,Normal
1.299,178,88423.8,24346.7,64077.1,76,3,Attack
1.98,41,15971.4,13934.4,2037.0,7,0,Normal
0.921,205,69247.9,29530.6,39717.3,70,3,Attack
0.513,57,36724.3,23234.2,13490.1,2,1,Normal
3.55,49,24210.2,16169.3,8040.9,5,0,Normal
2.111,176,36736.3,14490.7,22245.6,58,4,Attack
0.226,187,33358.9,6900.9,26458.0,63,2,Attack
2.151,52,21330.3,11151.3,10179.0,8,1,Normal
1.307,46,26466.1,9281.9,17184.2,4,1,Normal
6.488,47,24359.7,10343.0,14016.7,7,1,Normal
4.236,185,53677.5,3785.1,49892.4,85,4,Attack
1.828,38,19468.7,12697.0,6771.7,1,0,Normal
2.962,191,48184.3,22292.0,25892.4,80,3,Attack
3.765,36,21388.0,7552.1,13835.8,3,1,Normal
4.154,36,17558.5,12443.7,5114.8,3,2,Normal
0.653,37,22061.8,15040.7,7021.1,4,0,Normal
0.749,211,90938.4,7608.7,83329.7,59,2,Attack
0.287,189,73641.3,11608.6,62032.6,58,4,Attack
2.277,44,25390.0,10802.4,14587.6,2,0,Normal
0.826,49,27428.8,12641.2,14787.6,5,0,Normal
1.156,191,59420.6,8501.8,50918.8,71,3,Attack
1.58,178,46354.0,4201.2,42152.9,59,2,Attack
2.067,42,25171.2,17465.5,7705.7,6,0,Normal
3.541,38,19822.3,13675.3,6147.1,2,0,Normal
6.599,42,22926.9,17945.5,4981.4,5,0,Normal
4.364,44,29738.5,21363.8,8374.6,6,0,Normal
1.386,209,59293.1,12746.2,46546.9,66,5,Attack
0.812,186,45791.1,14893.1,30898.0,72,3,Attack
0.388,192,47001.9,2469.6,44532.3,70,2,Attack
4.254,47,28748.9,14346.9,14402.0,4,0,Normal
3.623,50,18706.7,9428.6,9278.1,4,0,Normal
2.886,49,25528.5,13543.7,11984.8,3,0,Normal
2.099,202,80486.2,5560.3,74925.9,67,3,Attack
0.155,199,51403.9,5139.0,46264.9,75,3,Attack
2.097,172,72894.7,25556.4,47338.3,59,3,Attack
0.955,208,53926.3,21100.9,32825.3,81,4,Attack
0.671,191,74480.3,19140.3,55340.0,65,3,Attack
2.827,49,20059.6,8030.0,12029.6,3,0,Normal
2.236,46,22003.7,19714.4,2289.3,3,1,Normal
1.713,60,32140.5,23742.5,8397.9,4,1,Normal
0.184,181,29345.0,4643.9,24701.2,64,3,Attack
0.161,48,23260.7,10611.4,12649.3,6,0,Normal
0.9,54,27490.4,17673.4,9817.1,4,0,Normal
4.381,44,24830.6,14699.7,10130.9,4,2,Normal
0.086,175,51615.5,18383.7,33231.8,65,6,Attack
1.016,193,49794.9,8053.9,41741.0,71,4,Attack
0.459,167,41809.7,17741.5,24068.2,60,3,Attack
0.846,199,36514.9,14340.0,22174.8,76,2,Attack
0.016,188,48756.4,7140.3,41616.1,56,5,Attack
1.347,42,21646.6,9115.8,12530.8,4,0,Normal
3.738,53,31162.6,27401.0,3761.6,2,0,Normal
0.999,37,18682.9,12461.7,6221.1,2,0,Normal
1.633,185,51889.6,5140.8,46748.8,57,4,Attack
5.66,47,23789.8,18155.1,5634.7,3,1,Normal
4.424,46,22483.5,14564.7,7918.7,1,0,Normal
0.736,177,30729.4,7807.9,22921.5,56,2,Attack
0.277,198,41554.2,3502.5,38051.6,78,3,Attack
1.71,53,29865.7,18918.5,10947.3,9,1,Normal
0.982,48,17910.9,11472.5,6438.4,6,1,Normal
0.088,40,20703.9,16597.4,4106.5,2,0,Normal
0.102,192,65885.7,9089.1,56796.6,73,2,Attack
0.226,205,54338.7,9096.0,45242.6,68,5,Attack
2.501,163,57083.7,6632.7,50451.0,56,2,Attack
3.392,55,29348.2,18379.4,10968.8,4,1,Normal
1.684,206,92216.6,35015.6,57201.0,78,3,Attack
2.754,49,26870.1,15700.1,11170.0,4,0,Normal
2.832,41,18023.3,15088.3,2934.9,6,1,Normal
1.359,177,52683.3,3381.1,49302.1,55,3,Attack
7.097,34,14382.8,11497.7,2885.1,0,0,Normal
2.966,177,58700.1,10958.5,47741.5,61,5,Attack
2.17,207,71500.7,30177.1,41323.5,79,4,Attack
1.066,204,65850.5,27660.9,38189.6,63,4,Attack
1.625,48,21386.5,12641.2,8745.3,6,0,Normal
3.679,37,25292.7,14334.0,10958.7,2,0,Normal
0.556,204,55753.7,25681.7,30072.0,76,5,Attack
3.154,58,22648.5,13079.8,9568.7,2,0,Normal
